‫‪serialNum‬‬,url‬‬,name‬‬,year‬‬,producer‬‬,actors‬‬,genres‬‬
24576,http://www.torec.net/sub.asp?sub_id=24576,פיראנה תלת-מימד   /  Piranha 3D, 2010, אלכסנדר אג'ה,"אליזבת' שו, ג'רי אוקונל, ג'סיקה סזוהר, כריסטופר לויד, ריצ'ארד דרייפוס, קלי ברוק, וינג ראמס", אימה / מדע בדיוני / מתח / פעולה
5222,http://www.torec.net/sub.asp?sub_id=5222,הנוכל המבריק   /  Blue Streak, 1999, לס מייפילד,"מרטין לורנס, לוק וילסון, פיטר גרין, דיוויד שאפל, ניקול ארי פרקר, גראהם בקל, רוברט מירנדה", פעולה / מתח / קומדיה / פשע
416,http://www.torec.net/sub.asp?sub_id=416,שעת העכביש   /  Along Came A Spider, 2001, לי טמהורי ,"מורגן פרימן, מייקל וינקוט, מוניקה פוטר, מיקה בורם, דילן בייקר, אנטון ילצ'ין, קימברלי אווטורם", מיסתורין / מתח / פשע
25845,http://www.torec.net/sub.asp?sub_id=25845,אלפא ואומגה   /  Alpha And Omega, 2010," אנת'וני בל, בן גלוק","ביטסי טולוץ', ג'סטין לונג, היידן פנטייר, כריסטינה ריצ'י, דניס הופר, קריסטין לאקין, ויקי ליוויס", אנימציה / הרפתקאות / משפחה / קומדיה
25847,http://www.torec.net/sub.asp?sub_id=25847,מאפיונרים   /  Mobsters, 1991, מיקל קארבלניקוף,"כריסטיאן סלייטר, פטריק דמפסי, ריצ'ארד גרייקו, קוסטס מנדילור, אלן צ'ארוף, ג'רמי שונברג, מיילס פרליך", דרמה / פשע
442,http://www.torec.net/sub.asp?sub_id=442,באד קומפני   /  Bad Company, 2002, ג'ואל שומכר ,"אנתוני הופקינס, כריס רוק, גבריאל מאכט, גרסל ביוויס", הרפתקאות / מתח / פעולה / קומדיה
5878,http://www.torec.net/sub.asp?sub_id=5878,הלוחם ה-13   /  The 13th Warrior, 1999, ג'ון מק'טירנן,"אנטוניו בנדראס, ולדימיר קוליץ', טוני קוראן, עומר שריף, אריק אברי", פעולה / הרפתקאות / מתח / פנטזיה
25834,http://www.torec.net/sub.asp?sub_id=25834,ארתור: נקמתו של מלתזר   /  Arthur And The Vengeance Of Maltazard, 2009, לוק בסון,"מיה פארו, פרדי היימור, רוברט סטמטון, מתיו גונדר, פני בלפור, רון קראופורד", אנימציה
18448,http://www.torec.net/sub.asp?sub_id=18448,יצורים מעופפים   /  Winged Creatures, 2008, רוואן וודס,"דקוטה פאנינג, ג'קי ארל האלי, קייט בקינסייל, קווין דורנד, גאי פירס, ג'וש האצ'רסטון, פורסט וויטקר", דרמה / פשע
24256,http://www.torec.net/sub.asp?sub_id=24256,בלתי נשכחים   /  The Expendables, 2010, סילבסטר סטאלון,"ג'ט לי, ברוס וויליס, ג'ייסון סתאטהם, סילבסטר סטאלון, דולף לונדגרן, מיקי רורק, אריק רוברטס, דני טרג'ו, ארנולד שוורצנגר", הרפתקאות / מתח / פעולה
24637,http://www.torec.net/sub.asp?sub_id=24637,סטריטדאנס 3D   /  StreetDance 3D, 2010," מקס גיאווה, דאניה פאסקוויני","ניקולה ברלי, אוקוולי רוץ'", דרמה
24077,http://www.torec.net/sub.asp?sub_id=24077,מקלט   /  Shelter, 2010," ג'וליאן מור, ג'ונתן רייס מיירס",דונה מ בלאג'ק, אימה / מתח
23626,http://www.torec.net/sub.asp?sub_id=23626,הנסיך הפרסי: חולות הזמן   /  Prince Of Persia: The Sands Of Time, 2010, מיק ניאל,"ריי-פיליפ סאנטוז, טובי קבל, ג'ייק ג'ילנהול, ג'מה ארטנטון, ג'ייק ג'ילנהול", הרפתקאות / פנטזיה / פעולה / רומנטיקה
23955,http://www.torec.net/sub.asp?sub_id=23955,הטורפים   /  Predators, 2010, נימרוד אנתל,"מיילו ונטימיליה, פרדי רודריגוס, ג'וש ברולין, אדריאן ברודי", אימה / הרפתקאות / מדע בדיוני / מתח / פעולה
22998,http://www.torec.net/sub.asp?sub_id=22998,פיקוק   /  Peacock, 2009, מייקל לנדר,"קיית קארדיין, אלן פייג', קיליאן מרפי, סוזן סרנדון, ג'וש לוקאס, ביל פולמן, ג'יימי פייג'", מתח
22412,http://www.torec.net/sub.asp?sub_id=22412,לגיון המלאכים   /  Legion, 2010, סקוט צ'ארלס סטיוארט,"דניס קוויד, פול בטני, דאג ג'ונס, קווין דורנד, טייריס גיבסון, קייט וולש, לוקאס בלאק", אימה / מתח / פנטזיה
25681,http://www.torec.net/sub.asp?sub_id=25681,אגדה עם כנפיים   /  Legend Of The Guardians, 2010, זאק סניידר,"הלן מירן, ג'פרי ראש, סם ניל, אמילי דה ראבין, אבי קורניש", אנימציה / הרפתקאות / פנטזיה
23445,http://www.torec.net/sub.asp?sub_id=23445,קיק אס   /  Kick-Ass, 2010, מתיו ואוגין,"ג'וזף גילגון, אהרון ג'ונסון, קול מורטז", דרמה / פעולה / קומדיה
4657,http://www.torec.net/sub.asp?sub_id=4657,מלתעות   /  Jaws, 1975, סטיבן שפילברג,"רוי שיידר, רוברט שו, ריצ'רד דרייפוס, לוריין גארי, מוריי המילטון, קרל גוטליב, ג'פרי קריימר", הרפתקאות / מתח / אימה
23275,http://www.torec.net/sub.asp?sub_id=23275,איירון מן 2   /  Iron Man 2, 2010, ג'ון פבראו,"סקרלט ג'והנסון, סאם רוקוואל, רוברט דאוני ג'וניור, סמואל ל. ג'קסון, קייט מארה, דון צ'ידל, גווינית' פאלטרו, מיקי רורק", פעולה / מדע בדיוני
24777,http://www.torec.net/sub.asp?sub_id=24777,מגודלים   /  Grown Ups, 2010, דניס דוגאן,"אדם סנדלר, סלמה היאק, רוב שניידר, דיוויד ספייד", קומדיה
23303,http://www.torec.net/sub.asp?sub_id=23303,שוטרים על הפנים   /  Cop Out, 2010, קווין סמית',"ברוס וויליס, טרייסי מורגן, שון וויליאם סקוט, ג'ייסון לי, מישל טראכטנברג, קווין פולק", פעולה / פשע / קומדיה
25722,http://www.torec.net/sub.asp?sub_id=25722,נולד להרוג   /  Born to Raise Hell, 2010, לאורו צ'רטרנד,סטיבן סיגל, פעולה
742,http://www.torec.net/sub.asp?sub_id=742,סחרור מסוכן   /  Cliffhanger, 1993, הארלין רני,"סילבסטר סטאלון, ג'ון ליטגו, מייקל רוקר, ג'נין טרנר", פעולה / הרפתקאות
25801,http://www.torec.net/sub.asp?sub_id=25801,לוקחים   /  Takers, 2010, ג'והן לוסנהופ,"פול ווקר, היידן כריסטנסן, ג'ונת'ון שייץ', זואי סלדנה, מאט דילון, מייקל איליי, אידריס אלבה", מתח / פעולה / פשע
8767,http://www.torec.net/sub.asp?sub_id=8767,טרויה   /  Troy, 2004, וולפגנג פיטרסון,"בראד פיט, אריק באנה, אורלנדו בלום, דיאן קרוגר, בריאן קוקס, ברנדון גליסון, רוז ביירן, נייתן ג'ונס", פעולה / הרפתקאות / דרמה / היסטוריה / רומנטיקה
199,http://www.torec.net/sub.asp?sub_id=199,הגבר המושלם   /  The Perfect Man, 2005, מארק רוסמן,"הילרי דאף, הת'ר לוקליר, כריס נות', ", קומדיה / רומנטיקה / דרמה
18061,http://www.torec.net/sub.asp?sub_id=18061,סטילטוס   /  Stiletto, 2008, ניק ואלונגה,"תום ברנגר, מייקל ביין, סטאנה קאטיק, פול סלואן, וויליאם פורסייט, דיאן ונורה, קלי הו", דרמה / מתח / פשע
25789,http://www.torec.net/sub.asp?sub_id=25789,חינוכו של צ'רלי בנקס   /  The Education Of Charlie Banks, 2007, פרד דורסט,"סבסטיאן סטאן, אווה אמורי, ג'ייסון ריטר, ג'סי אייזנברג, כריס מארקט, דני א אבקסר, גלוריה ווטסיס", דרמה
153,http://www.torec.net/sub.asp?sub_id=153,חייב לאהוב כלבים   /  Must Love Dogs, 2005, גרי דיוויד גולדברג,"דיאן ליין, ג'ון קיוזאק, אליזבת פרקינס, כריסטופר פלאמר, דרמוט מלרוני, סטוקארד צ'אנינג, אלי היליס, בראד וויליאם הנקה, ג'ולי גונזלו, גלן האוורטון, בן שנקמן, ויקטור וובסטר", קומדיה / רומנטיקה
11375,http://www.torec.net/sub.asp?sub_id=11375,28 שבועות אחרי   /  28 Weeks Later, 2007, חואן קרלוס פרסנאדילו,"רוז בירן, ג'רמי רנר, הארולד פאררינאא, קתרין מקורמק, מקינטוש מגלטון, אידריס אלבה, אימוגן פוטס", אימה / מדע בדיוני / מתח
10190,http://www.torec.net/sub.asp?sub_id=10190,גבעות הפחד 2   /  The Hills Have Eyes II, 2007, מרטין וויז,"מייקל מק'מילן, ג'סיקה סטראופ, פלקס אלכסנדר, ג'ייקוב וארגס, דניאלה אלונסו, לי תומפסון יאנג", אימה / מתח
4451,http://www.torec.net/sub.asp?sub_id=4451,גבעות הפחד   /  The Hills Have Eyes, 2006, אלכסנדר אג'ה,"אהרון סטנפורד, קטלין קווינלן, וינסה שו, אמילי דה ראבין, דן ברד, תום בוואר, בילי דרגו", אימה / מתח
25766,http://www.torec.net/sub.asp?sub_id=25766,פולטרגייסט 2   /  Poltergeist II: The Other Side, 1986, בריאן גיבסון,התר או'רורק, 91 דק'  -  אימה
25768,http://www.torec.net/sub.asp?sub_id=25768,"לאכול, להתפלל, לאהוב   /  Eat, Pray, Love", 2010, ריאן מרפי,"ג'וליה רוברטס, ג'יימס פרנקו, חוויאר בארדם, בילי קורדופ, ריצ'רד גנקינס, ויולה דאביס", דרמה / רומנטיקה
25207,http://www.torec.net/sub.asp?sub_id=25207,האמריקאי   /  The American, 2010, אנטון קורביג'ין,"ג'ורג' קלוני, ט'קלאה ראוטן, ויולנדה פלסידו, פאולו בונצלי", דרמה / מתח
25666,http://www.torec.net/sub.asp?sub_id=25666,הרשת החברתית   /  The Social Network, 2010, דיוויד פינצ'ר,"ג'סי אייזנברג, אנדרו גרפילד, ג'סטין טימברלייק, ראשידה ג'ונס", דרמה / היסטוריה
25697,http://www.torec.net/sub.asp?sub_id=25697,בית פתוח   /  Open House, 2010, אנדרו פאקווין,"טרישיה הלפר, רייצ'ל בלאנצ'רד, אנה פאקווין, סטיבן מוייר, בריאן ג'ראנטי", אימה
25730,http://www.torec.net/sub.asp?sub_id=25730,סיירוס   /  Cyrus, 2010," מארק דופלקס, ג'יי דופלס","", דרמה / קומדיה / רומנטיקה
5762,http://www.torec.net/sub.asp?sub_id=5762,המסע המופלא של ביל וטד   /  Bill and Ted's Excellent Adventure, 1989, סטיבן הרק,"קיאנו ריבס, אלכס וינטר, ג'ורג' קרלין, טרי קמילרי, דן שור, טוני סטידמן, ג'יין וידלין", קומדיה / הרפתקאות / מדע בדיוני / נעורים
25726,http://www.torec.net/sub.asp?sub_id=25726,במכה אחת   /  Hole In One, 2010, דרו אן רוזנברג,"סטיב טולי, דיוויד אליסון, דין קמרון", קומדיה
25724,http://www.torec.net/sub.asp?sub_id=25724,לגיון הרוע   /  The Horde, 2009," יאניק דאהן, בנג'מין רוצ'ר",""," אימה / מתח / פעולה / זר (צ'כית, צרפתית)"
22697,http://www.torec.net/sub.asp?sub_id=22697,אליס בארץ הפלאות   /  Alice In Wonderland, 2010, טים ברטון,"ג'וני דפ, אן האת'אווי, מייקל שין, הלנה בונהם קרטר, אלן ריקמן, מיה וושיקוסקה, קריספין גלובר, סטיבן פריי, כריסטופר לי, טימותי ספל, נוח טיילור", הרפתקאות / משפחה / פנטזיה
23852,http://www.torec.net/sub.asp?sub_id=23852,שרק לנצח (שרק 4)   /  Shrek Forever After, 2010, מייק מיטשל,"קמרון דיאז, אדי מרפי, מאיה רודולף, איאן מקשיין, אנטוניו בנדרס, אמי סדאריס, מייק מאיירס", אנימציה / הרפתקאות / משפחה / פנטזיה / קומדיה
189,http://www.torec.net/sub.asp?sub_id=189,צ'רלי בממלכת השוקולד   /  Charlie and the Chocolate Factory, 2005, טים ברטון,"ג'וני דפ, פרדי היימור, דיוויד קלי, הלנה בונהם קרטר, נוח טיילור, מיסי פייל, ג'יימס פוקס, כריסטופר לי, דיפ רוי", פנטזיה / הרפתקאות / קומדיה
25708,http://www.torec.net/sub.asp?sub_id=25708,חולות לבנים   /  White Sands, 1992, ,"ווילאם דפו, מימי רוג'רס", רוג'ר דונלדסון
3154,http://www.torec.net/sub.asp?sub_id=3154,אנקונדה   /  Anaconda, 1997, לויס לויסה,"ג'ניפר לופז, אייס קיוב, אריק שטולץ, ג'ון וויט", מתח / אימה / הרפתקאות / אימה
25682,http://www.torec.net/sub.asp?sub_id=25682,גנב עירוני   /  The Town, 2010, בן אפלק,"בן אפלק, ג'רמי ריינר, ג'ון האם, רבקה האל, בלייק לייבלי, כריס קופר", דרמה / מתח / פשע
1045,http://www.torec.net/sub.asp?sub_id=1045,המשלח   /  The Transporter, 2002, קורי יואן,"ג'ייסון סטאת'ם, אוי שו, מאט סקולז", מתח / פעולה / פשע
698,http://www.torec.net/sub.asp?sub_id=698,ארכנופוביה   /  Arachnophobia, 1990, פרנק מרשל,"ג'ף דניאלס, ג'וליאן סנדס, הארלי ג'יין קוזאק, בריאן מקנמרה", אימה / קומדיה / מדע בדיוני
8175,http://www.torec.net/sub.asp?sub_id=8175,ארבעה אחים   /  Four Brothers, 2005, ג'ון סינגליטון,"מארק וולברג, טייריס גיבסון, אנדרה בנג'מין, גארט הדלנד, טרנס האוורד, ג'וש צ'ארלס, סופיה וורגרה, צ'יווטל אז'יופור, טרג'י פי הנסון", פעולה / דרמה / פשע / מיסתורין / מתח
75,http://www.torec.net/sub.asp?sub_id=75,איילנד   /  The Island, 2005, מייקל ביי,"יואן מק'גרגור, סקרלט ג'והנסון, דג'ימון הנסאו, סטיב בושמי, שון בין, מייקל קלארק דאנקן, איתן פיליפס, נועה תשבי", מדע בדיוני / פעולה / מתח
